cgpa,aptitude_score,coding_score,dsa_score,communication_score,attendance_percentage,projects_count,certifications_count,age,branch,degree,city_tier,college_tier,gender,internship_experience,backlog_history,placement_status,target
8.39,86,86,71,97,66.41,3,0,23,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.88,54,53,64,58,73.16,2,0,20,ECE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
8.22,73,92,55,74,86.81,2,0,21,Civil,B.E.,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.96,90,79,78,49,74.88,0,2,22,ISE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.99,72,81,65,47,81.36,4,3,20,AI & ML,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.16,58,37,38,71,84.41,2,3,21,EEE,B.E.,Tier 2,Tier 1,Male,Yes,1,Not Placed,0
7.47,69,70,76,60,84.05,2,3,23,CSE,B.E.,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.42,68,65,51,59,76.63,2,0,24,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
7.03,49,61,36,62,78.53,2,3,21,CSE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.69,77,92,71,58,85.37,1,1,22,CSE,B.Tech,Tier 1,Tier 2,Other,Yes,1,Not Placed,0
7.02,64,100,85,60,81.83,3,3,24,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
8.09,61,99,65,37,79.81,2,1,21,ISE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
9.44,100,86,68,64,80.79,2,4,20,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.37,94,74,80,88,85.76,1,1,20,Data Science,B.E.,Tier 1,Tier 3,Female,No,1,Not Placed,0
8.3,84,76,53,58,87.91,2,2,24,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,2,Not Placed,0
9.81,76,68,65,60,72.42,2,3,21,ISE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.84,72,59,78,72,78.21,2,1,21,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.89,71,67,79,54,72.04,1,1,22,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
10.0,82,77,83,55,68.88,1,4,22,ECE,B.E.,Tier 3,Tier 2,Male,No,2,Placed,1
8.01,49,84,63,82,85.46,4,1,23,Mechanical,B.Tech,Tier 2,Tier 1,Male,No,1,Placed,1
7.03,64,51,46,55,85.09,1,3,22,EEE,B.Tech,Tier 3,Tier 1,Female,Yes,0,Not Placed,0
7.74,82,51,57,58,74.76,2,1,23,EEE,B.Tech,Tier 1,Tier 3,Male,Yes,1,Placed,1
7.05,57,59,54,76,82.04,1,1,24,Mechanical,B.E.,Tier 1,Tier 3,Female,No,0,Not Placed,0
7.75,52,85,92,72,92.94,1,2,21,CSE,B.Tech,Tier 3,Tier 2,Male,Yes,1,Not Placed,0
7.43,57,70,52,49,82.29,4,2,20,CSE,B.Tech,Tier 1,Tier 2,Female,No,0,Not Placed,0
7.58,71,69,100,69,75.43,3,2,20,ISE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
7.33,56,80,60,69,70.96,3,2,20,AI & ML,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
9.4,67,62,75,86,79.66,1,3,20,EEE,B.E.,Tier 1,Tier 2,Male,No,0,Placed,1
8.15,62,64,37,61,72.03,0,6,22,EEE,B.Tech,Tier 3,Tier 2,Male,Yes,1,Not Placed,0
8.94,81,100,74,77,92.1,0,3,23,Data Science,B.E.,Tier 3,Tier 2,Female,No,0,Placed,1
8.03,73,98,66,68,78.22,1,1,22,Civil,B.Tech,Tier 2,Tier 3,Male,No,0,Placed,1
7.56,64,63,40,76,78.42,1,5,24,Data Science,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.43,75,60,61,78,75.54,2,6,23,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
7.2,56,56,53,57,83.57,1,3,22,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,2,Not Placed,0
7.2,75,85,82,78,76.29,1,1,24,ECE,B.E.,Tier 2,Tier 2,Female,Yes,1,Placed,1
7.79,68,77,50,52,91.91,0,3,20,Mechanical,B.Tech,Tier 3,Tier 2,Female,No,0,Placed,1
8.17,74,75,33,72,78.56,3,0,22,ISE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Not Placed,0
8.41,69,89,70,63,87.21,4,3,24,Data Science,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.08,73,93,60,65,81.49,2,4,24,AI & ML,B.Tech,Tier 2,Tier 3,Female,No,3,Not Placed,0
8.18,75,64,50,74,83.9,3,2,22,ECE,B.E.,Tier 2,Tier 3,Male,No,1,Not Placed,0
7.48,60,78,76,51,75.23,1,2,20,ECE,B.E.,Tier 1,Tier 2,Male,No,0,Not Placed,0
6.14,59,67,65,52,72.03,2,0,20,Civil,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.73,80,49,57,58,85.89,0,1,24,CSE,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
8.39,92,63,44,61,80.41,1,1,24,Civil,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.17,63,61,62,64,92.63,0,1,23,CSE,B.Tech,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
8.89,67,73,72,56,78.62,3,3,20,ISE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.34,67,61,68,93,87.63,3,2,20,Mechanical,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.15,75,81,62,68,74.37,6,2,23,CSE,B.E.,Tier 2,Tier 2,Male,Yes,3,Placed,1
8.35,70,69,80,84,89.74,3,0,22,EEE,B.E.,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.15,64,100,89,41,75.39,4,1,21,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
8.56,56,96,72,81,82.83,3,1,22,CSE,B.E.,Tier 2,Tier 1,Female,Yes,3,Placed,1
8.83,90,90,59,52,86.94,1,2,20,Data Science,B.E.,Tier 2,Tier 3,Male,No,0,Placed,1
9.71,67,100,70,58,74.19,3,2,22,CSE,B.Tech,Tier 3,Tier 1,Female,No,1,Placed,1
7.76,92,83,70,75,89.27,2,2,24,ECE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
6.39,77,45,56,71,89.7,2,3,21,ECE,B.E.,Tier 3,Tier 1,Male,No,0,Not Placed,0
6.76,66,86,94,69,88.74,2,3,23,Data Science,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.97,76,68,64,68,91.33,1,1,21,ISE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.08,75,45,17,68,86.63,1,3,24,EEE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
9.69,49,64,35,64,83.99,0,0,22,ECE,B.Tech,Tier 1,Tier 3,Female,No,1,Not Placed,0
8.6,87,87,69,72,90.77,0,2,22,ECE,B.Tech,Tier 2,Tier 2,Male,Yes,3,Not Placed,0
8.4,68,52,63,59,64.58,1,2,20,Civil,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.92,71,65,88,56,80.77,3,3,22,EEE,B.Tech,Tier 1,Tier 2,Other,Yes,0,Placed,1
7.48,80,87,69,49,83.47,1,5,20,AI & ML,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
7.86,65,74,68,76,89.68,2,1,24,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
8.17,60,83,82,58,88.72,1,1,22,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
8.69,61,85,92,48,87.53,3,3,22,CSE,B.Tech,Tier 2,Tier 1,Male,No,0,Not Placed,0
7.9,80,63,44,55,97.65,2,4,22,Civil,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.45,43,65,37,65,71.9,2,3,20,EEE,B.E.,Tier 3,Tier 2,Female,No,0,Not Placed,0
7.39,70,100,88,75,90.72,2,1,24,AI & ML,B.Tech,Tier 1,Tier 3,Male,Yes,0,Not Placed,0
7.3,59,69,56,65,66.33,0,5,22,CSE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.19,73,64,48,37,90.46,2,0,21,EEE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
7.65,64,56,76,42,94.08,2,5,23,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
9.11,69,80,43,55,77.38,2,3,21,Mechanical,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.48,41,55,77,49,82.9,3,1,21,EEE,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.22,65,77,87,70,86.08,2,3,20,ISE,B.Tech,Tier 1,Tier 1,Female,No,0,Placed,1
9.29,71,63,42,63,70.57,1,2,23,ECE,B.E.,Tier 2,Tier 1,Female,No,0,Not Placed,0
8.15,61,72,73,84,73.5,2,4,24,Data Science,B.E.,Tier 3,Tier 1,Male,Yes,0,Not Placed,0
8.22,97,79,62,47,88.25,0,1,22,AI & ML,B.Tech,Tier 3,Tier 2,Female,Yes,2,Not Placed,0
8.76,61,88,86,67,82.33,2,5,20,Data Science,B.E.,Tier 1,Tier 2,Male,Yes,2,Placed,1
7.68,79,79,84,77,86.15,3,2,20,EEE,B.E.,Tier 1,Tier 2,Male,No,0,Placed,1
6.98,35,81,80,78,86.81,2,4,21,Civil,B.E.,Tier 2,Tier 2,Female,Yes,1,Not Placed,0
7.95,74,70,51,81,74.56,5,1,20,Civil,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.09,59,72,60,63,75.12,4,1,23,ECE,B.Tech,Tier 1,Tier 1,Male,Yes,0,Placed,1
6.23,61,72,52,78,68.31,3,4,21,AI & ML,B.E.,Tier 2,Tier 2,Female,Yes,0,Placed,1
8.45,69,96,60,47,85.61,2,1,24,CSE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.16,77,86,100,79,84.63,0,3,22,ISE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Not Placed,0
7.47,53,100,77,94,77.7,4,1,23,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
8.5,59,99,79,79,89.51,2,4,20,ECE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
6.74,67,33,51,55,81.96,3,1,21,Mechanical,B.Tech,Tier 1,Tier 3,Female,No,0,Placed,1
7.43,70,80,100,58,86.36,1,0,24,Data Science,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.87,71,62,63,80,78.96,3,2,24,CSE,B.Tech,Tier 1,Tier 2,Male,No,2,Placed,1
7.45,84,76,65,42,83.9,2,2,22,CSE,B.Tech,Tier 1,Tier 3,Male,Yes,2,Placed,1
7.44,64,74,69,57,86.32,1,0,20,CSE,B.E.,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
8.58,85,83,49,48,77.21,0,1,21,ISE,B.Tech,Tier 1,Tier 2,Female,No,1,Placed,1
7.42,52,65,66,77,94.85,5,5,21,CSE,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
7.98,76,79,48,92,84.96,3,2,20,CSE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Placed,1
8.5,69,54,56,57,89.36,1,1,24,Mechanical,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
5.91,52,42,62,77,73.98,1,1,20,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
6.54,62,81,86,89,88.02,2,0,23,Data Science,B.E.,Tier 3,Tier 1,Male,Yes,0,Placed,1
6.72,75,40,63,36,82.22,2,0,21,ECE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
8.21,82,64,72,51,73.11,2,0,24,Data Science,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.42,100,79,93,99,69.56,3,2,23,CSE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
7.87,70,77,58,52,77.89,1,1,22,ECE,B.Tech,Tier 2,Tier 2,Female,No,0,Placed,1
8.54,40,52,78,57,92.41,0,1,22,Civil,B.E.,Tier 3,Tier 1,Female,Yes,0,Placed,1
7.25,65,71,65,77,84.09,2,1,21,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Placed,1
7.15,67,63,68,48,85.73,0,3,24,ECE,B.Tech,Tier 1,Tier 2,Male,No,0,Not Placed,0
7.05,57,75,89,63,69.36,2,3,22,CSE,B.E.,Tier 1,Tier 1,Female,Yes,0,Not Placed,0
7.11,60,53,31,55,67.55,4,0,21,ISE,B.Tech,Tier 3,Tier 1,Female,No,0,Not Placed,0
7.62,39,86,90,79,76.48,2,1,20,AI & ML,B.Tech,Tier 2,Tier 2,Male,No,0,Not Placed,0
7.54,55,52,17,75,78.24,2,1,21,Data Science,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.07,85,52,63,49,86.17,5,6,20,Mechanical,B.E.,Tier 2,Tier 3,Male,Yes,1,Placed,1
8.05,76,78,50,36,67.48,2,2,23,Civil,B.Tech,Tier 3,Tier 3,Female,No,0,Placed,1
7.61,56,77,74,90,79.03,2,1,20,ECE,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.35,71,72,71,66,75.49,1,2,22,ECE,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
8.03,66,63,58,66,81.23,3,2,20,CSE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
6.77,53,76,74,61,89.04,3,2,21,AI & ML,B.E.,Tier 2,Tier 2,Male,No,0,Not Placed,0
6.91,70,68,67,78,82.18,0,1,24,CSE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
6.89,63,64,66,67,84.61,3,2,24,Data Science,B.E.,Tier 1,Tier 1,Female,Yes,0,Placed,1
8.39,72,81,54,83,79.01,1,2,20,Data Science,B.Tech,Tier 1,Tier 3,Male,Yes,0,Placed,1
7.02,71,97,72,69,91.44,2,3,23,CSE,B.E.,Tier 1,Tier 3,Female,Yes,0,Placed,1
7.78,56,71,86,79,96.13,1,2,22,ECE,B.E.,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
6.62,62,69,75,65,79.85,3,1,24,CSE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
6.98,69,41,58,36,86.55,4,1,21,EEE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.57,86,74,75,70,74.13,1,3,21,ISE,B.Tech,Tier 1,Tier 3,Other,No,0,Placed,1
9.07,78,96,78,66,86.5,0,2,22,Civil,B.E.,Tier 1,Tier 3,Male,No,1,Not Placed,0
10.0,100,82,80,56,89.76,0,1,24,EEE,B.E.,Tier 3,Tier 2,Female,Yes,0,Placed,1
7.41,79,95,90,77,80.7,3,4,22,Data Science,B.E.,Tier 2,Tier 3,Male,No,2,Not Placed,0
7.63,83,69,46,71,90.75,1,1,23,EEE,B.Tech,Tier 1,Tier 2,Male,Yes,2,Placed,1
8.18,49,61,57,64,76.03,1,2,20,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.55,66,76,63,70,89.29,3,1,21,Data Science,B.Tech,Tier 3,Tier 2,Male,No,0,Not Placed,0
7.88,96,79,82,65,96.48,1,1,20,AI & ML,B.E.,Tier 1,Tier 1,Female,Yes,0,Placed,1
7.95,68,70,68,58,98.95,1,2,23,CSE,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
7.47,83,58,34,52,77.16,1,0,24,AI & ML,B.Tech,Tier 3,Tier 3,Male,Yes,1,Not Placed,0
7.98,68,65,81,55,81.64,3,5,21,ECE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
8.08,75,53,56,40,79.4,3,3,22,Civil,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.63,79,92,72,52,95.21,0,4,24,AI & ML,B.E.,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.14,59,88,57,77,70.68,2,1,23,CSE,B.Tech,Tier 2,Tier 1,Male,No,0,Not Placed,0
6.46,65,61,38,80,79.5,3,2,20,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
7.88,68,71,65,49,90.58,1,3,21,Mechanical,B.Tech,Tier 3,Tier 2,Male,No,1,Not Placed,0
8.17,63,93,82,75,85.46,3,1,21,CSE,B.Tech,Tier 2,Tier 3,Male,Yes,1,Not Placed,0
7.91,84,100,68,65,84.51,3,3,21,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
8.46,63,81,71,69,78.69,2,2,20,Civil,B.E.,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.47,66,63,68,79,100.0,1,0,22,ECE,B.E.,Tier 3,Tier 3,Male,Yes,3,Placed,1
8.29,90,95,93,73,72.95,2,1,21,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.12,87,60,37,81,97.76,2,1,23,CSE,B.E.,Tier 2,Tier 2,Male,Yes,0,Placed,1
7.24,81,77,90,100,79.95,2,1,23,CSE,B.E.,Tier 1,Tier 3,Female,Yes,1,Not Placed,0
8.55,96,69,72,55,92.2,3,3,20,Data Science,B.E.,Tier 3,Tier 2,Male,Yes,0,Not Placed,0
9.53,84,100,69,77,95.89,5,4,24,AI & ML,B.Tech,Tier 2,Tier 1,Female,No,0,Placed,1
8.17,74,70,63,53,86.96,2,4,20,ISE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
6.23,51,100,100,70,65.4,2,0,23,CSE,B.Tech,Tier 3,Tier 3,Male,No,0,Placed,1
8.12,62,53,50,65,81.61,2,1,22,ISE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
9.08,75,80,61,56,58.76,1,2,23,CSE,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
8.58,72,69,81,61,82.05,1,2,21,ISE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
8.26,71,61,67,78,80.23,0,4,20,CSE,B.Tech,Tier 1,Tier 3,Female,No,2,Placed,1
7.37,65,60,53,85,89.23,2,0,21,Mechanical,B.Tech,Tier 3,Tier 3,Male,No,0,Placed,1
7.58,74,75,66,67,76.57,0,2,24,ISE,B.Tech,Tier 2,Tier 3,Female,No,0,Placed,1
8.25,56,81,77,75,79.69,1,3,24,Data Science,B.Tech,Tier 3,Tier 1,Male,No,0,Not Placed,0
9.03,81,47,28,45,86.21,6,3,20,Mechanical,B.Tech,Tier 1,Tier 2,Male,Yes,2,Not Placed,0
6.03,72,40,86,63,74.63,1,3,22,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
7.69,96,64,82,68,67.23,1,1,21,CSE,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
8.71,73,100,74,66,91.2,3,2,24,CSE,B.Tech,Tier 1,Tier 1,Male,Yes,0,Placed,1
9.4,79,89,61,77,70.88,0,2,21,ECE,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
6.34,62,63,52,51,86.12,2,3,20,CSE,B.Tech,Tier 2,Tier 3,Male,No,1,Not Placed,0
8.89,57,73,71,66,80.95,1,1,20,ECE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
8.48,79,68,56,51,85.06,0,2,22,CSE,B.Tech,Tier 3,Tier 2,Female,Yes,0,Placed,1
8.01,53,68,87,43,84.09,6,4,20,AI & ML,B.Tech,Tier 3,Tier 1,Female,No,0,Not Placed,0
7.09,75,58,51,64,93.83,4,2,22,AI & ML,B.Tech,Tier 1,Tier 2,Male,No,0,Placed,1
9.76,79,91,96,53,77.44,1,4,20,CSE,B.E.,Tier 2,Tier 2,Other,Yes,0,Not Placed,0
8.66,93,92,91,56,82.2,1,4,20,Data Science,B.E.,Tier 2,Tier 1,Female,Yes,1,Not Placed,0
7.21,43,77,67,85,84.64,1,1,24,AI & ML,B.Tech,Tier 1,Tier 3,Male,No,0,Placed,1
7.61,66,77,76,72,77.46,1,0,20,CSE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
8.45,67,57,100,71,81.39,3,3,22,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
7.89,55,93,56,69,72.64,0,4,22,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Not Placed,0
6.71,48,83,65,67,82.86,1,3,23,ECE,B.Tech,Tier 3,Tier 1,Male,Yes,0,Placed,1
7.52,64,71,56,31,77.41,3,1,22,AI & ML,B.Tech,Tier 2,Tier 1,Female,No,0,Not Placed,0
7.05,56,60,49,80,84.77,4,1,24,Civil,B.E.,Tier 3,Tier 1,Female,Yes,0,Placed,1
7.37,59,73,62,85,82.62,5,1,24,CSE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
7.81,69,76,68,72,76.87,5,0,20,Mechanical,B.Tech,Tier 3,Tier 2,Male,Yes,0,Placed,1
8.48,83,66,67,41,90.41,3,1,20,ECE,B.Tech,Tier 2,Tier 1,Male,No,0,Not Placed,0
8.35,84,77,47,88,83.32,1,3,24,ECE,B.E.,Tier 2,Tier 3,Female,No,2,Not Placed,0
8.32,85,63,82,74,75.89,0,1,21,Civil,B.Tech,Tier 1,Tier 1,Female,Yes,1,Placed,1
7.81,51,89,71,59,78.52,2,1,21,AI & ML,B.Tech,Tier 2,Tier 3,Male,Yes,3,Placed,1
8.4,69,80,65,74,88.5,1,2,21,Civil,B.Tech,Tier 2,Tier 2,Female,No,0,Not Placed,0
9.14,87,85,66,66,82.76,1,1,24,CSE,B.E.,Tier 1,Tier 2,Female,Yes,0,Placed,1
6.89,70,70,81,68,83.52,0,3,23,ECE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
8.83,85,98,86,52,83.08,0,4,20,CSE,B.Tech,Tier 3,Tier 3,Male,Yes,1,Placed,1
7.52,76,67,56,55,72.9,3,1,24,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Not Placed,0
8.12,85,61,77,66,60.19,1,2,24,Mechanical,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
10.0,75,100,46,54,88.16,2,0,23,Data Science,B.Tech,Tier 2,Tier 2,Female,No,1,Not Placed,0
9.69,56,31,48,30,81.4,1,2,24,EEE,B.Tech,Tier 1,Tier 2,Female,Yes,0,Placed,1
8.94,67,68,63,73,70.16,1,0,21,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,1,Not Placed,0
7.13,80,57,71,58,92.15,6,4,24,CSE,B.E.,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
7.72,73,85,67,78,91.2,3,1,24,Data Science,B.E.,Tier 3,Tier 2,Male,Yes,3,Not Placed,0
5.98,62,43,58,55,85.24,2,0,22,EEE,B.Tech,Tier 3,Tier 3,Male,Yes,0,Placed,1
8.34,67,56,51,88,81.6,1,0,22,EEE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
6.6,89,73,87,77,72.51,1,1,24,EEE,B.Tech,Tier 2,Tier 1,Male,Yes,0,Placed,1
9.1,88,82,57,80,67.9,2,1,23,Data Science,B.Tech,Tier 2,Tier 1,Male,No,1,Placed,1
8.1,49,49,52,48,69.53,0,4,21,CSE,B.Tech,Tier 2,Tier 1,Male,No,0,Placed,1
6.05,62,65,51,83,92.73,1,2,22,CSE,B.Tech,Tier 2,Tier 3,Male,No,0,Not Placed,0
7.83,58,51,54,60,89.83,1,2,24,ECE,B.Tech,Tier 2,Tier 1,Female,Yes,0,Not Placed,0
8.12,82,100,87,37,77.21,1,3,20,Data Science,B.Tech,Tier 3,Tier 3,Female,Yes,1,Placed,1
5.97,57,40,43,37,85.43,2,3,21,ISE,B.Tech,Tier 1,Tier 3,Female,No,0,Not Placed,0
7.21,64,81,70,73,75.19,4,2,20,EEE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
8.28,70,100,81,82,84.65,3,1,23,ISE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
5.96,68,33,46,87,91.81,3,2,20,Data Science,B.Tech,Tier 1,Tier 2,Female,No,0,Placed,1
7.39,81,67,93,81,83.67,0,2,24,CSE,B.Tech,Tier 2,Tier 1,Male,No,1,Not Placed,0
7.42,65,88,62,88,90.32,0,3,23,AI & ML,B.Tech,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
8.49,82,73,67,77,94.18,4,5,24,EEE,B.Tech,Tier 2,Tier 2,Female,Yes,0,Not Placed,0
6.76,69,69,77,63,89.88,1,3,20,CSE,B.Tech,Tier 3,Tier 1,Female,Yes,1,Placed,1
7.5,58,63,59,44,81.84,1,1,24,Mechanical,B.E.,Tier 2,Tier 2,Female,No,0,Placed,1
8.53,74,54,55,47,85.59,3,2,24,ECE,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.36,53,81,82,64,75.95,3,3,24,Civil,B.Tech,Tier 3,Tier 1,Male,Yes,0,Not Placed,0
5.96,50,47,69,66,75.15,0,2,24,AI & ML,B.Tech,Tier 1,Tier 3,Male,No,0,Not Placed,0
8.03,71,77,68,91,94.04,0,2,20,Data Science,B.Tech,Tier 2,Tier 2,Male,Yes,0,Placed,1
6.98,58,81,64,100,72.73,2,1,21,AI & ML,B.E.,Tier 1,Tier 1,Male,Yes,0,Placed,1
8.82,77,100,89,42,100.0,2,1,23,Data Science,B.Tech,Tier 3,Tier 2,Female,No,0,Not Placed,0
6.5,50,65,58,84,68.22,3,4,24,Mechanical,B.Tech,Tier 2,Tier 3,Male,Yes,0,Not Placed,0
7.54,85,90,67,62,83.28,3,3,23,ECE,B.Tech,Tier 2,Tier 3,Female,Yes,0,Placed,1
7.33,51,76,87,70,86.46,1,1,21,CSE,B.Tech,Tier 2,Tier 3,Female,No,0,Not Placed,0
7.64,54,79,58,61,77.77,5,0,22,CSE,B.E.,Tier 1,Tier 3,Male,Yes,0,Placed,1
5.84,62,62,51,70,79.65,1,1,21,CSE,B.Tech,Tier 1,Tier 2,Male,Yes,0,Placed,1
6.77,59,72,52,67,90.87,1,2,22,Data Science,B.Tech,Tier 1,Tier 3,Female,Yes,1,Not Placed,0
7.68,69,55,76,68,70.27,3,3,22,Civil,B.E.,Tier 1,Tier 2,Female,Yes,0,Not Placed,0
8.97,58,91,74,65,88.87,3,0,21,CSE,B.Tech,Tier 2,Tier 2,Male,No,0,Placed,1
6.75,59,96,68,73,73.82,1,2,22,Data Science,B.E.,Tier 3,Tier 3,Female,No,0,Placed,1
8.83,59,68,30,60,76.85,3,2,23,Mechanical,B.E.,Tier 2,Tier 1,Female,Yes,3,Placed,1
7.72,69,48,64,68,73.34,0,2,22,ECE,B.Tech,Tier 2,Tier 3,Male,Yes,0,Placed,1
7.45,68,63,69,79,81.14,1,3,23,Mechanical,B.E.,Tier 2,Tier 3,Male,No,0,Placed,1
6.94,61,60,49,47,76.23,0,2,22,Mechanical,B.Tech,Tier 2,Tier 2,Female,Yes,0,Placed,1
7.46,70,94,83,50,75.59,3,3,23,CSE,B.Tech,Tier 3,Tier 3,Male,No,0,Not Placed,0
7.17,58,52,56,63,78.79,1,4,21,CSE,B.Tech,Tier 3,Tier 3,Male,Yes,1,Placed,1
8.76,70,92,100,58,78.88,4,1,23,Data Science,B.E.,Tier 2,Tier 1,Male,Yes,0,Not Placed,0
7.57,100,60,56,71,91.34,3,1,22,Data Science,B.Tech,Tier 2,Tier 3,Female,Yes,3,Placed,1
6.34,58,42,35,75,84.37,2,1,24,Mechanical,B.E.,Tier 3,Tier 3,Male,Yes,0,Not Placed,0
