course_title,course_organization,course_certificate_type,course_time,course_rating,course_reviews_num,course_difficulty,course_url,course_students_enrolled,course_skills_clean,course_summary,course_description,course_rank
Google Professional Workspace Administrator,Google Cloud,Professional Certificate,1 - 4 Weeks,4.9,563.0,beginner,https://www.coursera.org/professional-certificates/g-suite-administration,"18,033",,"['Aprende los fundamentos del marketing digital y comercio electrónico y adquiere las habilidades necesarias para conseguir un trabajo de nivel inicial', 'Atrae clientes e interactúa con ellos y ellas a través de canales de marketing digital, como la búsqueda y el correo electrónico', 'Mide el rendimiento de los esfuerzos de marketing a través de analítica y datos', 'Crea tiendas de comercio electrónico, analiza el rendimiento de los esfuerzos en línea y aumenta la fidelidad de tus clientes']","Prepárate para este Certificado de Carrera de Google en Marketing Digital y Comercio Electrónico, que podrás completar en menos de seis meses, sin necesidad de contar con experiencia previa ni acreditar título universitario. Las empresas están a la búsqueda de talento para ocupar puestos laborales en estas áreas de alto crecimiento.Para el 86 % de las y los líderes empresarialesOpens in a new tab, el comercio electrónico será el canal de ventas más importante para el crecimiento de sus organizaciones. 
Al completar este Certificado, adquirirás las habilidades necesarias para un trabajo de nivel inicial y aprenderás a usar herramientas y plataformas como Canva, Constant Contact, Google Ads, Google Analytics, Hootsuite, HubSpot, Mailchimp, Shopify y Twitter. Además, te formarás con especialistas de Google y crearás un portafolio con proyectos, como clientes ideales y calendarios de redes sociales, para mostrar a posibles empleadores.
El 75 % de quienes se gradúan en los Certificados de Carrera de Google en los Estados Unidos aseguran haber mejorado su situación laboral  en menos de seis meses.1
Echa un vistazo a todos los Certificados de Carrera de Google aquíOpens in a new tab.
Este programa no contiene información confidencial. Todas las funciones de Google Search que se enseñan están disponibles públicamente. Puedes acceder a más información en la documentaciónOpens in a new tab oficial de Google Search.
1Según las respuestas de la encuesta de graduados del programa, EE.UU., 2021. 
Applied Learning Project
El programa incluye más de 190 horas de lecciones y evaluaciones prácticas, que simulan casos reales de marketing digital y comercio electrónico. El contenido es interactivo y fue diseñado por colaboradores/as de Google con experiencia en el área.
Entre las habilidades que obtendrás están: desarrollar estrategias de marketing digital y comercio electrónico; atraer clientes y comunicarte con tu audiencia a través de diversos canales; analizar métricas y compartir información; crear tiendas en línea y evaluar su performance, y fidelizar clientes.
Aprenderás a usar, entre otras, las siguientes plataformas y herramientas: Canva, Constant Contact, Google Ads, Google Analytics, Hootsuite, HubSpot, Mailchimp, Shopify y Twitter.
A través de videos, evaluaciones y ejercicios prácticos, aprenderás a usar las herramientas y plataformas necesarias para ocupar un puesto de nivel inicial. Adquirirás las habilidades que muchos de los empleadores están buscando hoy en el mercado.
",31.04176583234049
Introduction to Technical Support,IBM,Course,1 - 3 Months,4.7,735.0,beginner,https://www.coursera.org/learn/introduction-to-technical-support,"68,507","customer service, ticketing systems, technical support, service level agreements (sla), information technology (it) support",[],"""Introduction to Systems Engineering"" uses a structured yet flexible approach to provide a holistic, solid foundation to the successful development of complicated systems.
The course takes you step by step through the system life cycle, from design to development, production and management. You will learn how the different components of a system interrelate, and how each contributes to a project’s goals and success. 

The discipline’s terminology, which can so often confuse the newcomer, is presented in an easily digestible form. Weekly video lectures introduce and synthesise key concepts, which are then reinforced with quizzes and practical exercises to help you measure your learning. 

This course welcomes anyone who wants to find out how complex systems can be developed and implemented successfully. It is relevant to anyone in project management, engineering, QA, logistic support, operations, management, maintenance and other work areas. No specific background is required, and we welcome learners with all levels of interest and experience.
",31.02578155802572
Foundations of Business Strategy,University of Virginia,Course,1 - 4 Weeks,4.8,636.0,beginner,https://www.coursera.org/learn/uva-darden-foundations-business-strategy,"53,120","capabilities analysis, business strategy, competitive position, strategic analysis, industry structure","['Understand common careers and industries that use BI', 'Investigate the impact data can have on business decision-making', 'Explain the important role that BI professionals have in businesses', 'Develop a BI project plan\xa0']","This is the first of three courses in the Google Business Intelligence Certificate, which will help develop the skills needed to apply for entry-level roles as a business intelligence (BI) professional. People who work in BI help organizations access the right data, use data to help businesses grow and improve, and put insights into action. In this course, you’ll discover the role of BI professionals within an organization and explore BI tools you can use on the job. 
Google employees who currently work in BI will guide you through this course by providing hands-on activities that simulate job tasks, sharing examples from their day-to-day work, and helping you build business intelligence skills to prepare for a career in the field. 

Learners who complete the three courses in this certificate program will have the skills needed to apply for business intelligence jobs. This certificate program assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.  

By the end of this course, you will:
-Make key distinctions between business intelligence (BI) and data analysis
-Explore how data is used in business processes and decision-making 
-Describe ways that BI professionals impact their organizations
-Identify the uses and benefits of BI tools, including data models, pipelines, data visualizations, and dashboards
-Acquire, manipulate, and integrate data using key BI concepts
-Select and define metrics that are relevant to project goals and stakeholder questions
-Develop and execute a BI project by working with stakeholders to determine project requirements, execute tasks, and deliver insights that guide decision-making
",30.992494346746383
Data Structures and Algorithms,University of California San Diego,Specialization,3 - 6 Months,4.5,522.0,intermediate,https://www.coursera.org/specializations/data-structures-algorithms,"13,769","debugging, software testing, algorithms, data structure, computer programming","['Discover how Databricks and Apache Spark simplify big data processing and optimize data analysis. ', 'Frame business problems for data science and machine learning to make the most out of big data analytic workflows.', 'Solve real-world business problems quickly using Databricks to power the most popular data science techniques. ']","This specialization is intended for data analysts looking to expand their toolbox for working with data. Traditionally, data analysts have used tools like relational databases, CSV files, and SQL programming, among others, to perform their daily workflows. In this specialization, you will leverage existing skills to learn new ones that will allow you to utilize advanced technologies not traditionally linked to this role - technologies like Databricks and Apache Spark. By the end of this specialization, you'll be able to solve real-world business problems with Databricks and the most popular machine learning techniques.
Applied Learning Project
In this specialization, you'll complete a series of hands-on lab assignments and projects. The lab assignments will allow you to test-drive Databricks and Apache Spark to streamline today's most popular data science workflows. You will also apply the latest data science strategies to complete and assess your very own data science project.
",30.98492824712137
Object Oriented Java Programming: Data Structures and Beyond,University of California San Diego,Specialization,3 - 6 Months,4.9,308.0,intermediate,https://www.coursera.org/specializations/java-object-oriented,"18,584","data structure, problem solving, java programming, object-oriented programming (oop)","['Understand and write Objectives and Key Results (OKRs).', 'Clearly communicate strategy and top priorities to your organization.', 'Effectively align goals with initiatives across an entire organization.', 'Implement an OKR program at your organization.']","“Ideas are easy. Execution is everything.” -John Doerr
In this one-of-a-kind OKR Certification, John Doerr builds on his New York Times best-selling book, Measure What Matters. The chairman of the venture capital firm Kleiner Perkins, Doerr reveals how the goal-setting system of Objectives and Key Results (OKRs) can lead to exponential growth. 

This simple yet often misunderstood framework can help any organization thrive through meaningful, ambitious goal setting.

After taking the course, you will be able to use the OKR system to:
- clearly define and communicate your most important priorities;
- align everyone's goals, from entry level to the CEO;
- guarantee a commitment to excellence throughout the organization;
- definitively track and measure progress for transparent accountability;
- stretch for ambitious, amazing achievements;
- implement a robust OKR practice within an organization.

You’ll learn from real-world examples on how to turn strategies into  action plans. You’ll unlock the power of the business community’s goal-setting system of choice. You’ll learn to write effective OKRs, and how to roll out the system within an organization.

Ever since they were introduced at Intel by iconic CEO Andy Grove in the 1970s, OKRs have engineered the success of some of the world’s most innovative businesses. John Doerr learned the method from Grove during his time at Intel and famously taught it to founders Larry Page and Sergey Brin at Google, one of his standout investments.

Doerr has continued to refine the system as he passes it on to the founders of his investment portfolio companies at Kleiner Perkins, where he serves as chairman. For the first time, he has gathered his wealth of experience and knowledge into a single educational program. 

This course is presented by John Doerr and Kleiner Perkins technical advisor Ryan Panchadsaram, former Deputy Chief Technology Officer of the United States.
",30.902709482478855
Six Sigma Black Belt,University System of Georgia,Specialization,3 - 6 Months,4.6,448.0,intermediate,https://www.coursera.org/specializations/six-sigma-black-belt,"13,523","statistics, math","['DMAIC', 'Organizational Planning and Development, Team Management, and Design for Six Sigma\n', 'Six Sigma Project implementation process']","In this Specialization, learners developed and furthered their understanding of the Six Sigma DMAIC process. This Specialization also explored the intersection between Six Sigma and Lean
as well as developed enhanced understanding of the DMAIC process beyond the
confines of Green Belt instruction by also including content in Organizational
Planning and Development, Team Management, and Design for Six Sigma. 
Applied Learning Project
Throughout the Specialization, learners are tasked with the completion of portions of a capstone type peer reviewed project grounded in the DMAIC process and implemented such that the deliverables align with the content presented in the course. Quizzes are also offered to reinforce and cement understanding of the content.
",30.90153581197581
SAS Advanced Programmer,SAS,Professional Certificate,3 - 6 Months,4.8,343.0,intermediate,https://www.coursera.org/professional-certificates/sas-advanced-programmer,"7,280",,"['Process data using Structured Query Language in the SAS environment    ', 'Use the SAS macro facility to design, write, and debug dynamic macro programs  ', 'Use advanced DATA step techniques and procedures to manipulate data    ']","When you complete this professional certificate program, you will have experience in SAS programming using SAS 9 and will be able to process data using Structured Query Language in the SAS environment, use the SAS macro facility to design, write, and debug dynamic macro programs, and use advanced DATA step techniques and procedures to manipulate data.  These skills prepare you for the SAS Advanced Programming Professional certification exam.  
Applied Learning Project
Two projects are included as honors lessons in this professional certificate program. Each project will demonstrate your comprehensive knowledge of the learned SAS programming skills. In the first project, you use SQL to analyze to analyze passenger claims at United States airports. In the second project, you use the SAS macro language to automate reporting and analysis of analysis of supplier sales.
",30.838587950931544
"Everyday Excel, Part 1",University of Colorado Boulder,Course,1 - 3 Months,4.7,701.0,beginner,https://www.coursera.org/learn/everyday-excel-part-1,"26,909","data management, spreadsheet, microsoft excel, problem solving, real world",[],"There is an increasing attention to ethics in engineering practice. Engineers are supposed not only to carry out their work competently and skilfully, but also to be aware of the broader ethical and social implications of engineering and to be able to reflect on these.  According to the Engineering Criteria 2000 of the Accreditation Board for Engineering and Technology (ABET) in the US, engineers must have “an understanding of professional and ethical responsibility” and should ""understand the impact of engineering solutions in a global and societal context.” 
This course provides an introduction to ethics in engineering and technology. It helps engineers and students in engineering to acquire the competences mentioned in the ABET criteria or comparable criteria formulated in other countries. More specifically, this course helps engineers to acquire the following moral competencies:

- Moral sensibility: the ability to recognize social and ethical issues in engineering;
- Moral analysis skills: the ability to analyse moral problems in terms of facts, values, stakeholders and their interests;
- Moral creativity: the ability to think out different options for action in the light of (conflicting) moral values and the relevant facts;
- Moral judgement skills: the ability to give a moral judgement on the basis of different ethical theories or frameworks including professional ethics and common sense morality;
- Moral decision-making skills: the ability to reflect on different ethical theories and frameworks and to make a decision based on that reflection.

With respect to these competencies, our focus is on the concrete moral problems that engineers encounter in their professional practice. With the help of concrete cases is shown how the decision to develop a technology, as well as the process of design and production, is inherently moral. The attention of the learners is drawn towards the specific moral choices that engineers face. In relation to these concrete choices learners will encounter different reasons for and against certain actions, and they will discover that these reasons can be discussed. In this way, learners become aware of the moral dimensions of technology and acquire the argumentative capacities that are needed in moral debates with stakeholders (e.g. governments, users, and commercial business departments).
",30.80348699892131
International Law In Action: Investigating and Prosecuting International Crimes,Universiteit Leiden,Course,1 - 3 Months,4.8,610.0,mixed,https://www.coursera.org/learn/international-law-in-action-2,"39,061","justice, criminal justice, international law, law",[],"‘Investigating and Prosecuting International Crimes’ is the second course  in Leiden University’s new series on International Law in Action. The first course covered international courts and tribunals in The Hague in general. This second course provides an insider perspective into the work of international criminal courts and tribunals.  You will learn about the investigation and prosecution of international crimes in The Hague. 
Atrocities produce unspeakable forms of violence. We will explore whether and how international criminal justice contribute to what UN Secretary-General Ban Ki Moon called the ‘age of accountability’. The theory is, those who commit the worst of human crimes, are held accountable, whether they are rank-and-file foot soldiers or military commanders, whether they are lowly civil servants following orders or top political leaders. We will test  how this can be done and if this is realistic.

During this course, you will be offered a look into the ‘kitchen’ of the Hague international criminal courts and tribunals. You will learn how international criminal justice functions, who the actors are, what outcomes it produces, and how it can be improved. 

If you want to gain a better understanding of international criminal cases, like the Lubanga case, the ICC’s first ever trial, and the legal legacy of UN international criminal tribunals, then this course is definitely for you!

This course is free to join and to participate in. There is the possibility to get a verified certificate for the course, which is a paid option. If you want a certificate, but are unable to pay for it, you can request financial aid via Coursera.
",30.79246540402366
Getting Started with AI using IBM Watson,IBM,Course,1 - 4 Weeks,4.8,609.0,beginner,https://www.coursera.org/learn/ai-with-ibm-watson,"42,699","deep learning, application programming interfaces (api), artificial intelligence (ai), machine learning, watson","['Explain how Python is used by data professionals ', 'Explore basic Python building blocks, including syntax and semantics', 'Understand loops, control statements, and string manipulation', 'Use data structures to store and organize data\xa0']","This is the second of seven courses in the Google Advanced Data Analytics Certificate. The Python programming language is a powerful tool for data analysis. In this course, you’ll learn the basic concepts of Python programming and how data professionals use Python on the job. You'll explore concepts such as object-oriented programming, variables, data types, functions, conditional statements, loops, and data structures. 
Google employees who currently work in the field will guide you through this course by providing hands-on activities that simulate relevant tasks, sharing examples from their day-to-day work, and helping you enhance your data analytics skills to prepare for your career. 


Learners who complete the seven courses in this program will have the skills needed to apply for data science and advanced data analytics jobs. This certificate assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.    


By the end of this course, you will:
-Define what a programming language is and why Python is used by data scientists
-Create Python scripts to display data and perform operations
-Control the flow of programs using conditions and functions
-Utilize different types of loops when performing repeated operations
-Identify data types such as integers, floats, strings, and booleans
-Manipulate data structures such as , lists, tuples, dictionaries, and sets
-Import and use Python libraries such as NumPy and pandas
",30.784602994403315
DeepLearning.AI TensorFlow Developer,DeepLearning.AI,Professional Certificate,3 - 6 Months,4.8,335.0,intermediate,https://www.coursera.org/professional-certificates/tensorflow-in-practice,"15,467","computer vision, convolutional neural network, machine learning, natural language processing","['Design BI visualizations', 'Practice using BI reporting and dashboard tools', 'Create presentations to share key BI insights with stakeholders', 'Develop professional materials for your job search']","You’re almost there! This is the third and final course in the Google Business Intelligence Certificate. In this course, you’ll apply your understanding of stakeholder needs, plan and create BI visuals, and design reporting tools, including dashboards. You’ll also explore how to answer business questions with flexible and interactive dashboards that can monitor data over long periods of time.
Google employees who currently work in BI will guide you through this course by providing hands-on activities that simulate job tasks, sharing examples from their day-to-day work, and helping you build business intelligence skills to prepare for a career in the field. 

Learners who complete the three courses in this certificate program will have the skills needed to apply for business intelligence jobs. This certificate program assumes prior knowledge of foundational analytical principles, skills, and tools covered in the Google Data Analytics Certificate.  

By the end of this course, you will:
-Explain how BI visualizations answer business questions
-Identify complications that may arise during the creation of BI visualizations
-Produce charts that represent BI data monitored over time
-Use dashboard and reporting tools
-Build dashboards using best practices to meet stakeholder needs
-Iterate on a dashboard to meet changing project requirements
-Design BI presentations to share insights with stakeholders
-Create or update a resume and prepare for BI interviews
",30.71434692460572
Linear Algebra for Machine Learning and Data Science,DeepLearning.AI,Course,1 - 4 Weeks,4.5,908.0,beginner,https://www.coursera.org/learn/machine-learning-linear-algebra,"68,047","machine learning, linear equation, eigenvalues and eigenvectors, linear algebra, determinants","['Represent data as vectors and matrices and identify their properties using concepts of singularity, rank, and linear independence', 'Apply common vector and matrix algebra operations like dot product, inverse, and determinants', 'Express certain types of matrix operations as linear transformation, and apply concepts of eigenvalues and eigenvectors to machine learning problems']","After completing this course, learners will be able to:
• Represent data as vectors and matrices and identify their properties using concepts of singularity, rank, and linear independence, etc.
• Apply common vector and matrix algebra operations like dot product, inverse, and determinants 
• Express certain types of matrix operations as linear transformations 
• Apply concepts of eigenvalues and eigenvectors to machine learning problems

Mathematics for Machine Learning and Data science is a foundational online program created in by DeepLearning.AI and taught by Luis Serrano. This beginner-friendly program is where you’ll master the fundamental mathematics toolkit of machine learning.

Many machine learning engineers and data scientists need help with mathematics, and even experienced practitioners can feel held back by a lack of math skills. This Specialization uses innovative pedagogy in mathematics to help you learn quickly and intuitively, with courses that use easy-to-follow plugins and visualizations to help you see how the math behind machine learning actually works. 

Upon completion, you’ll understand the mathematics behind all the most common algorithms and data analysis techniques — plus the know-how to incorporate them into your machine learning career.

This is a beginner-friendly program, with a recommended background of at least high school mathematics. We also recommend a basic familiarity with Python, as labs use Python and Jupyter Notebooks to demonstrate learning objectives in the environment where they’re most applicable to machine learning and data science. If you are already familiar with the concepts of linear algebra, Course 1 will provide a good review, or you can choose to take Course 2 of this specialization, Calculus for Machine Learning and Data Science now, and Course 3, Probability and Statistics for Machine Learning and Data Science when it is released in April.
",30.655552923798655
Natural Language Processing,DeepLearning.AI,Specialization,3 - 6 Months,4.8,327.0,intermediate,https://www.coursera.org/specializations/natural-language-processing,"22,160","word2vec, machine translation, sentiment analysis, transformers, attention models","['How and why certain stories go viral.', 'How viral narratives shape public beliefs and influence our decision making. ']","Dear Potential Learner,
Please take some time to read through this note before deciding to enroll.
 
This course, Narrative Economics, is relatively short and proposes a simple concept: we need to incorporate the contagion of narratives into our economic theory. You can think of narratives as stories that shape public beliefs, which in turn influence our decision making. Understanding how people arrived at certain decisions in the past can aid our understanding of the economy today and improve our forecasts of the future.

Popular thinking heavily influences our answers to questions such as how much to invest, how much to spend or save, whether to go to college or take a certain job, and many more. Narrative economics is the study of the viral spread of popular narratives that affect economic behavior. I believe incorporating these ideas into our research must be done both to improve our ability to anticipate and prepare for economic events and help us structure economic institutions and policy. Until we better incorporate it into our methods of analysis and forecasting, we remain blind to a very real, very palpable, very important mechanism for economic change. Even in the dawning age of the Internet and artificial intelligence, so long as people remain ultimately in control, human narratives will matter. Maybe they will especially matter as the new technology exploits human weaknesses and creates new venues for narrative contagion. If we do not understand the epidemics of popular narratives, we cannot fully understand changes in the economy and in economic behavior.
 
 The course is broken into 4 modules:
 
Part I introduces basic concepts and demonstrates how popular stories change over time to affect economic outcomes, including recessions, depressions and inequality as well as effective inspiration and growth.. These stories can be observed from diverse sources such as politics, the media, or even popular songs.
 
Part II seeks to answer why some stories go viral, while others are quickly forgotten, by defining our narrative theory more firmly. This module enumerates and explores a list of seven propositions to help discipline any analysis of economic narratives.
 
Part III examines nine perennial narratives that have proved their ability to influence important economic decisions. They include narratives regarding artificial intelligence, stock market bubbles, and job insecurity.
 
Part IV looks to the future and highlights the opportunities for consilience in Narrative Economics. We share some thoughts about where narratives are taking us at this point in history and what kind of future research could improve our understanding of them.
 
This course offers only the beginnings of a new idea and a few suggestions for how it could be used by economists and financial professionals. The tone is not prescriptive or authoritative, as perhaps my Coursera course, Financial Markets, is in places. It represents the beginning of the journey (epidemic). This course is my way of floating the “germ” of this idea out into the broader community of not only professionals but of anyone who is interested in discovering how and why things become “important” to us as a society. I hope some of you will become infected by this idea, mutate it, spread it, and advance it. The beginning of the journey is the easy part. The challenge will come in taking these concepts to the next level. We have the tools to incorporate narratives into our research and the moral obligation to act; only the work remains.

- Robert J. Shiller
",30.587111852268283
Machine Learning Modeling Pipelines in Production,DeepLearning.AI,Course,1 - 3 Months,4.3,373.0,advanced,https://www.coursera.org/learn/machine-learning-modeling-pipelines-in-production,"27,489","explainable ai, fairness indicators, automl, model performance analysis, precomputing predictions","['Apply techniques to manage modeling resources and best serve batch and real-time inference requests.', 'Use analytics to address model fairness, explainability issues, and mitigate bottlenecks.']","In the third course of Machine Learning Engineering for Production Specialization, you will build models for different serving environments; implement tools and techniques to effectively manage your modeling resources and best serve offline and online inference requests; and use analytics tools and performance metrics to address model fairness, explainability issues, and mitigate bottlenecks.
Understanding machine learning and deep learning concepts is essential, but if you’re looking to build an effective AI career, you need production engineering capabilities as well. Machine learning engineering for production combines the foundational concepts of machine learning with the functional expertise of modern software development and engineering roles to help you develop production-ready skills.

Week 1: Neural Architecture Search
Week 2: Model Resource Management Techniques
Week 3: High-Performance Modeling
Week 4: Model Analysis
Week 5: Interpretability
",30.569159914658982
FPGA Design for Embedded Systems,University of Colorado Boulder,Specialization,3 - 6 Months,4.6,416.0,intermediate,https://www.coursera.org/specializations/fpga-design,"12,049","softcore processor design, writing code in verilog, programmable logic design, vhdl coding, simulation for verification","['Learn the underlying concepts, enabling technologies, and key applications for all things XR', 'Understand key issues and developments in XR and learn how to address them in design and development of XR applications', 'Design and develop your own XR applications']","Welcome to XR for Everybody! When we say “for everybody,” we really do mean it. This specialization is designed to be a broad learning experience around all things augmented, virtual, and mixed reality. The 3 courses cover the fundamental concepts of XR, how to design and develop XR applications, how to discuss the emerging key issues in the landscape of XR, and how to bring XR into instructional settings. 
Applied Learning Project
Learners will develop a design thinking mindset and a fundamental toolbox for creating XR applications using rapid prototyping.
Learners will establish a technical mental model for XR technologies and gain tools to approach XR development with confidence.
",30.527416282301935
Getting Started with Power BI Desktop,Coursera Project Network,Guided Project,Less Than 2 Hours,4.7,651.0,beginner,https://www.coursera.org/projects/power-bi-desktop,"52,980",,"['Describe version control and its place in social and collaborative coding and in DevOps. ', 'Explain basic Git concepts such as repositories and branches used for distributed version control and social coding.', 'Create GitHub repositories and branches, and perform pull requests (PRs) and merge operations, to collaborate on a team project.', 'Build your portfolio by creating and sharing an open-source project on GitHub. ']","Get started with Git and GitHub in this self-paced, introductory course! You’ll become familiar with collaborative version control and popular Git platforms. Collaboration and social coding are crucial parts of contemporary Software Engineering practices and the DevOps culture. 
You will begin this course with an overview of Git and Github fundamentals and explore key Git concepts such as branching and repositories, as well as the use of Git commands. You will also learn and practice various Git concepts such as forking, cloning and merging workflows using hands-on labs. And you’ll learn to use GitHub to work effectively as a team, and perform common Git operations, such as Pull Requests, from both the Web UI and command line. 

The course wraps up with a final project where you will start building your portfolio by creating and sharing a public/open-source GitHub project. By completing this course you will demonstrate your Git and Github skills as well as add a project to your resume! 

All hands-on activities in this course can be performed using web-browser based tools and interfaces. Installation of any specialized software is NOT required on your own computer in order to complete the course.
",30.45620944105527
Solar Energy System Design,The State University of New York,Course,1 - 3 Months,4.7,359.0,intermediate,https://www.coursera.org/learn/solar-energy-system-design,"23,766",,[],"Solar Energy System Design builds upon the introduction to PV systems from Solar Energy Basics course, which included basic system components and functions, as well as some basic system sizing using simplifying assumptions. You should at this point have a basic understanding of electrical power and energy, be able to calculate the energy needs of a site as well as energy production potential for a PV system at a given location under optimal conditions. Much of this course will focus on incorporating on the ground conditions into energy production considerations, and how to account for these conditions in system design and equipment selection. By the end of this course you should be able to incorporate losses in irradiance due to array setups with less than optimal positioning and/or shading, and account for variations in module output due to temperature variations in your system design.
",30.431157842597308
Foundations of User Experience (UX) Design,Google,Course,1 - 4 Weeks,4.6,742.0,beginner,https://www.coursera.org/learn/foundations-user-experience-design,"63,452","user experience (ux), ux research, wireframe, prototype, user experience design (uxd)",[],"The Foundations of Teaching for Learning programme is for anyone who is teaching, or who would like to teach, in any subject and any context - be it at school, at home or in the workplace. With dynamic lessons taught by established and respected professionals from across the Commonwealth, this eight course programme will see you develop and strengthen your skills in teaching, professionalism, assessment, and more. As you carry on through the programme, you will find yourself strengthening not only your skills, but your connection with colleagues across the globe. A professional development opportunity not to be missed. 
This introductory course considers the three domains of being a teacher:  Professional Knowledge and Understanding; Professional Practice; and Professional Values, Relationships and Engagement.

Enhance your course by joining the Commonwealth teaching community on our website, Facebook and Twitter.
",30.40920180570169
Microsoft Power BI Data Analyst,Microsoft,Professional Certificate,3 - 6 Months,4.6,735.0,beginner,https://www.coursera.org/professional-certificates/microsoft-power-bi-data-analyst,"37,537","microsoft excel, data analysis, power bi, power query, sql","['Learn to use Power BI to connect to data sources and transform them into meaningful insights.  ', 'Prepare Excel data for analysis in Power BI using the most common formulas and functions in a worksheet.\u202f\u202f   ', 'Learn to use the visualization and report capabilities of Power BI to create compelling reports and dashboards.  ', 'Demonstrate your new skills with a capstone project and prepare for the industry-recognized Microsoft PL-300 Certification exam.   ']","Learners who complete this program will receive a 50% discount voucher to take the PL-300 Certification Exam. 
Business Intelligence analysts are highly sought after as more organizations rely on data-driven decision-making. Microsoft Power BI is the leading data analytics, business intelligence, and reporting tool in the field, used by 97% of Fortune 500 companies to make decisions based on data-driven insights and analytics.1 Prepare for a new career in this high-growth field with professional training from Microsoft — an industry-recognized leader in data analytics and business intelligence.
Through a mix of videos, assessments, and hands-on activities, you will engage with the key concepts of Power BI, transforming data into meaningful insights and creating compelling reports and dashboards. You will learn to prepare data in Excel for analysis in Power BI, form data models using the Star schema, perform calculations in DAX, and more.
In your final project, you will showcase your new Power BI and data analysis skills using a real-world scenario. When you complete this Professional Certificate, you’ll have tangible examples to talk about in your job interviews and you’ll also be prepared to take the industry-recognized PL-300: Microsoft Power BI Data Analyst certification exam.

1Microsoft named a Leader in the 2023 Gartner® Magic Quadrant™ for Analytics and BI Platforms (April 2023)

Applied Learning Project
This program has been uniquely mapped to key job skills required in a Power BI data analyst role. In each course, you’ll be able to consolidate what you have learned by completing a project that simulates a real-world data analysis scenario using Power BI. You’ll also complete a final capstone project where you’ll showcase all your new Power BI data analytical skills.
The projects will include:
● A real-world scenario where you connect to data sources and transform data into an optimized data model for data analysis. 
● A real-world scenario where you demonstrate data storytelling through dashboards, reports and charts to solve business challenges and identify new opportunities.
A real-world capstone project where you analyze the performance of a multinational business and prepare executive dashboards and reports.
To round off your learning, you’ll take a mock exam that has been set up in a similar style to the industry-recognized Exam PL-300: Microsoft Power BI Data Analyst.
",30.36565854615283
Learning Linux for LFCA Certification,LearnQuest,Specialization,3 - 6 Months,4.5,807.0,beginner,https://www.coursera.org/specializations/linux-for-lfca-certification,"14,893","creating links to files and directories, updating packages, managing linux file systems, filtering text files, applying permissions",[],"This specialization is intended for beginners to learn how to become proficient in Linux programming. It will prepare you for a role as an information technology professional by introducing you to the Linux operating system. You will explore creating security through backups and redundancy, securing the perimeter of your network and systems, and managing a system with the Linux OS installed. 
Applied Learning Project
Each course within this specialization provides learners with the opportunity to test what they have learned throughout the courses with graded quizzes. Learners will also have the opportunity to practice writing code in a lab environment utilizing the provided labs. 
",30.125529263344927
Sales and CRM Overview,Salesforce,Course,1 - 4 Weeks,4.5,806.0,beginner,https://www.coursera.org/learn/sales-and-crm-overview,"46,977","crm, sales operations, sales, salesforce sales cloud, salesforce","['Explain how CRM works in the context of sales, marketing, and customer service in modern businesses.', 'Articulate use cases for how Salesforce can provide value to sales teams.', 'Navigate Trailhead, the official learning platform of Salesforce.', 'Demonstrate a working knowledge of the basics of the Salesforce Sales Cloud.']","This course is the first of a series that aims to teach you the foundational skills in Salesforce that will prepare you for a variety of entry-level sales roles, including the sales operations specialist position. 
This course is designed for beginners. No previous experience in Salesforce, sales, or CRM is necessary to be successful. In this course, you will be introduced to essential concepts like the fundamentals of the sales process. You'll also learn about what Customer Relationship Management (CRM) systems are and what they are used for, you'll dive into Salesforce's main products and their use cases, and you will gain a working knowledge of the key functionalities of the Salesforce Sales Cloud that help support a business’s growth.

This course is the first step in your learning journey with Salesforce. It will provide you with the foundation you need to go into depth with more advanced Salesforce tools taught later in the certificate, and ultimately launch your new career. Please note that if you already have background knowledge in sales and CRM, or if you want to dive immediately into content that goes into more depth with Salesforce, it is recommended that you start with Course 2 in this certificate: Lead Management in Salesforce.
",30.11995650721477
